id,country_code1,hour,clicked
2867,GA,4,0
2868,ZA,15,1
2869,MT,14,1
2870,EG,5,0
2871,ES,10,1
2872,LC,11,1
2873,MH,13,0
2874,NE,6,1
2875,EC,0,0
2876,IL,16,1
2877,BW,13,0
2878,TN,12,1
2879,BI,14,0
2880,BT,15,1
2881,AL,23,1
2882,MR,9,1
2883,LY,21,1
2884,GM,9,1
2885,GW,0,0
2886,BT,20,1
2887,CY,0,1
2888,BS,18,1
2889,RO,13,1
2890,BA,3,1
2891,FM,7,0
2892,VE,23,1
2893,FJ,17,1
2894,CL,19,1
2895,NL,22,1
2896,SB,11,1
2897,MG,24,0
2898,AL,9,0
2899,PL,6,1
2900,IS,5,1
2901,SE,20,0
2902,PW,5,1
2903,EC,6,0
2904,UY,9,0
2905,BB,0,1
2906,RU,4,0
2907,CL,12,1
2908,MW,22,0
2909,GE,1,0
2910,MR,11,0
2911,MG,7,1
2912,KH,9,1
2913,AU,16,0
2914,TN,22,1
2915,KR,11,1
2916,IE,19,1
2917,CN,17,0
2918,GN,17,1
2919,MD,12,1
2920,KE,10,0
2921,CI,16,0
2922,TR,9,0
2923,TN,9,0
2924,CY,17,0
2925,LU,2,1
2926,LA,7,1
2927,GW,19,0
2928,BT,6,0
2929,CY,14,1
2930,FM,2,0
2931,SL,9,1
2932,JP,13,1
2933,RW,10,1
2934,CV,2,1
2935,LC,16,1
2936,PW,12,0
2937,GY,13,0
2938,KR,24,0
2939,BJ,20,1
2940,HR,14,1
2941,AL,18,1
2942,IN,16,1
2943,IL,16,1
2944,SB,24,0
2945,PE,16,1
2946,BE,18,1
2947,TD,0,1
2948,SM,9,1
2949,CH,2,0
2950,KP,7,0
2951,RS,0,0
2952,TZ,15,0
2953,KZ,15,1
2954,MM,0,1
2955,ML,5,0
2956,DK,17,0
2957,VN,11,1
2958,BD,5,0
2959,CM,11,0
2960,AE,22,1
2961,GH,2,0
2962,GM,18,1
2963,HR,10,0
2964,HN,22,1
2965,KI,14,0
2966,SN,1,0
2967,LA,0,1
2968,ZM,24,1
2969,PY,2,1
2970,AR,20,1
2971,KR,24,0
2972,CI,21,0
2973,MA,1,1
2974,VA,16,0
2975,MN,4,0
2976,KM,19,1
2977,ML,9,0
2978,IL,15,0
2979,SC,2,1
2980,AO,4,1
2981,GR,13,1
2982,BY,11,0
2983,DJ,8,0
2984,ZW,21,0
2985,PY,9,1
2986,SR,9,0
2987,VN,17,0
2988,AM,21,0
2989,MW,11,0
2990,NO,16,0
2991,MN,11,0
2992,LY,22,1
2993,IT,11,1
2994,GT,21,0
2995,LK,12,0
2996,TO,2,1
2997,BR,21,0
2998,NR,0,0
2999,GE,0,1
3000,CY,20,0
3001,BW,6,1
3002,AL,21,0
3003,BG,9,0
3004,US,14,1
3005,TN,18,1
3006,IT,17,1
3007,SD,12,1
3008,SC,23,0
3009,KW,21,0
3010,BN,6,1
3011,SC,2,0
3012,PW,23,0
3013,LB,3,0
3014,YE,14,0
3015,CD,5,1
3016,SL,13,0
3017,MC,9,0
3018,RO,5,1
3019,MY,24,1
3020,US,12,1
3021,SZ,1,1
3022,BW,16,0
3023,PA,1,1
3024,CU,15,1
3025,PE,5,0
3026,SE,15,1
3027,SB,7,0
3028,TL,15,1
3029,BT,1,1
3030,NO,22,0
3031,SE,22,0
3032,VU,18,0
3033,CO,15,1
3034,KI,22,0
3035,PH,7,0
3036,AF,18,0
3037,IN,21,1
3038,ER,15,0
3039,AT,16,0
3040,TL,8,1
3041,HU,8,1
3042,MA,7,0
3043,CO,5,1
3044,LS,1,0
3045,CF,6,1
3046,SV,14,1
3047,PL,4,1
3048,BR,15,1
3049,TO,23,1
3050,MZ,23,0
3051,DM,24,0
3052,GR,17,1
3053,TO,4,1
3054,LC,8,1
3055,SO,17,1
3056,TW,8,0
3057,EC,21,0
3058,LU,24,0
3059,IT,21,0
3060,LI,17,0
3061,MW,18,0
3062,SD,0,0
3063,PG,5,0
3064,NI,14,1
3065,DE,14,1
3066,PH,22,1
3067,BT,15,0
3068,DM,15,0
3069,YE,4,0
3070,VU,5,1
3071,AU,17,0
3072,CF,2,1
3073,SY,21,0
3074,GQ,3,1
3075,BW,5,0
3076,MR,14,0
3077,GH,1,0
3078,CV,22,0
3079,RW,11,1
3080,MW,17,1
3081,PL,10,1
3082,LA,20,0
3083,GE,8,0
3084,LR,5,1
3085,CA,17,1
3086,SO,16,0
3087,VE,2,0
3088,BZ,19,1
3089,KH,13,1
3090,LA,13,1
3091,VE,1,0
3092,KN,24,1
3093,EC,16,0
3094,GB,21,0
3095,AF,4,1
3096,AD,21,0
3097,VN,0,0
3098,CD,8,0
3099,PT,10,0
3100,MA,22,0
3101,ZW,18,1
3102,SR,20,0
3103,SM,13,1
3104,LS,18,0
3105,SN,3,0
3106,IR,14,0
3107,ES,19,0
3108,CG,10,1
3109,ET,22,1
3110,UZ,15,1
3111,TM,6,1
3112,BN,20,1
3113,MR,11,0
3114,CG,21,0
3115,SR,10,0
3116,PH,12,1
3117,AG,13,0
3118,PK,20,1
3119,TL,8,1
3120,GE,6,0
3121,CR,4,0
3122,OM,13,1
3123,VA,3,1
3124,LS,17,1
3125,NA,2,1
3126,UA,4,1
3127,PS,7,1
3128,NL,18,0
3129,NE,13,0
3130,TR,1,0
3131,MW,15,1
3132,NA,17,0
3133,LT,24,1
3134,EC,5,0
3135,AD,7,1
3136,KM,21,0
3137,FJ,1,1
3138,TL,10,1
3139,PH,14,1
3140,MT,20,0
3141,TO,8,0
3142,DE,8,1
3143,SM,7,0
3144,HR,18,1
3145,LB,1,1
3146,DE,18,0
3147,KZ,3,1
3148,LU,13,0
3149,EC,20,0
3150,KP,13,0
3151,TW,9,1
3152,RU,9,1
3153,SY,11,1
3154,IS,22,1
3155,CN,4,0
3156,ST,17,1
3157,NO,15,1
3158,SO,19,1
3159,NP,22,1
3160,MK,6,1
3161,SC,13,0
3162,FI,0,0
3163,ID,22,1
3164,AG,4,1
3165,NG,1,0
3166,AM,7,1
3167,UA,12,0
3168,HT,1,1
3169,EE,23,0
3170,MK,20,0
3171,CF,0,0
3172,SE,3,0
3173,ZW,6,0
3174,BY,7,0
3175,AR,15,1
3176,WS,13,1
3177,PS,23,1
3178,LV,18,0
3179,TM,21,0
3180,CU,9,0
3181,IQ,6,1
3182,MN,23,1
3183,FR,0,1
3184,NO,10,1
3185,LS,6,1
3186,LU,12,0
3187,PG,22,1
3188,CU,24,0
3189,MA,0,0
3190,DO,11,1
3191,AO,3,1
3192,BW,13,0
3193,KI,1,0
3194,AU,8,1
3195,CI,17,0
3196,AF,17,0
3197,PE,22,0
3198,BT,2,1
3199,GB,20,1
3200,JP,3,1
3201,LS,18,1
3202,SZ,10,1
3203,MA,10,0
3204,VA,3,0
3205,DO,23,1
3206,PW,21,1
3207,LC,11,0
3208,QA,6,0
3209,SA,21,1
3210,US,9,1
3211,CU,19,0
3212,KM,11,1
3213,CZ,1,1
3214,PW,13,0
3215,NE,24,0
3216,ST,13,0
3217,MH,13,1
3218,CR,21,1
3219,CR,6,0
3220,RW,17,1
3221,SC,12,1
3222,NE,23,0
3223,DZ,6,1
3224,MA,9,0
3225,NO,14,0
3226,RO,21,1
3227,QA,16,1
3228,SZ,6,1
3229,MK,14,0
3230,VE,20,1
3231,BR,13,1
3232,AT,19,0
3233,GN,3,1
3234,SL,14,0
3235,DO,24,1
3236,SZ,0,0
3237,ZM,14,1
3238,LB,12,0
3239,VC,4,0
3240,MW,1,1
3241,MU,24,0
3242,CF,7,0
3243,EG,2,1
3244,BF,19,0
3245,IN,21,1
3246,LC,4,0
3247,VN,7,0
3248,SN,9,0
3249,IQ,7,0
3250,KH,7,1
3251,CZ,17,1
3252,NR,11,0
3253,LB,5,0
3254,GA,6,1
3255,TL,13,0
3256,AF,8,0
3257,GQ,7,1
3258,CO,4,1
3259,VA,2,0
3260,SV,0,1
3261,RS,21,1
3262,PK,9,1
3263,ID,23,0
3264,TW,5,0
3265,BF,22,1
3266,MN,14,0
3267,TR,11,0
3268,LC,4,0
3269,SO,4,1
3270,IN,24,1
3271,PG,1,0
3272,AU,7,1
3273,BA,22,1
3274,NR,11,0
3275,TW,23,1
3276,UG,13,1
3277,BW,21,0
3278,GD,1,0
3279,NO,22,1
3280,CD,3,1
3281,GM,10,1
3282,PG,4,0
3283,PK,3,0
3284,KG,0,1
3285,KR,1,1
3286,KZ,5,1
3287,HU,5,0
3288,LI,7,0
3289,SB,6,1
3290,TV,18,0
3291,RS,0,0
3292,LU,0,0
3293,MN,10,0
3294,ER,21,0
3295,TD,7,0
3296,IE,15,1
3297,CZ,12,1
3298,TH,13,1
3299,NE,8,1
3300,PT,23,0
3301,BA,18,0
3302,MX,19,1
3303,BZ,7,0
3304,IL,19,1
3305,GM,7,0
3306,SR,24,0
3307,TZ,9,0
3308,BF,16,1
3309,UY,9,0
3310,YE,24,0
3311,BT,8,0
3312,BW,12,0
3313,BT,23,0
3314,CN,17,0
3315,SL,14,1
3316,BD,11,0
3317,MU,15,1
3318,PK,20,0
3319,BA,0,0
3320,SC,1,0
3321,KI,17,0
3322,ER,21,0
3323,NI,6,0
3324,RO,24,0
3325,VA,12,0
3326,GD,7,0
3327,TJ,7,0
3328,BB,7,1
3329,NL,19,1
3330,RS,17,1
3331,US,6,0
3332,CL,22,0
3333,CA,17,1
3334,LT,14,1
3335,TO,7,0
3336,FJ,14,1
3337,TL,19,1
3338,KN,11,1
3339,ZW,12,1
3340,CF,3,1
3341,LK,22,1
3342,AM,1,0
3343,AZ,21,0
3344,BD,5,0
3345,IS,3,0
3346,SK,20,0
3347,BW,21,0
3348,MC,0,0
3349,NR,10,1
3350,IT,23,1
3351,GD,8,0
3352,AT,22,1
3353,PA,3,1
3354,MG,8,0
3355,CR,22,0
3356,SB,16,1
3357,BG,16,1
3358,LY,18,1
3359,TM,9,0
3360,AF,13,1
3361,GT,2,1
3362,AF,23,1
3363,NL,21,0
3364,KG,15,1
3365,EE,4,1
3366,SB,7,1
3367,IL,12,1
3368,CL,19,0
3369,SB,2,1
3370,SC,17,0
3371,NP,5,0
3372,AU,6,1
3373,HT,7,0
3374,HR,19,1
3375,LV,0,0
3376,DE,11,0
3377,CZ,9,0
3378,KE,7,1
3379,DJ,22,1
3380,TW,23,1
3381,GY,4,0
3382,FR,21,1
3383,PT,4,1
3384,IE,19,0
3385,BI,19,1
3386,MT,4,0
3387,CY,3,1
3388,ES,0,1
3389,VE,6,1
3390,KP,18,1
3391,KR,17,1
3392,GM,18,1
3393,CA,17,0
3394,HU,21,1
3395,LU,13,1
3396,KZ,13,0
3397,CL,4,0
3398,KH,11,1
3399,BJ,16,0
3400,PG,3,0
3401,AU,10,1
3402,GA,13,0
3403,LB,13,1
3404,EG,9,0
3405,VE,23,1
3406,CA,18,0
3407,IL,10,0
3408,FJ,4,1
3409,SI,22,1
3410,DO,19,1
3411,CV,1,0
3412,LY,1,0
3413,TZ,13,0
3414,AU,2,1
3415,OM,13,1
3416,LC,5,1
3417,RW,23,1
3418,AM,9,1
3419,GH,22,1
3420,PW,8,0
3421,NE,11,1
3422,ZA,8,0
3423,LT,16,0
3424,SI,17,0
3425,JM,8,1
3426,UY,6,1
3427,BG,9,1
3428,BT,4,1
3429,RO,9,0
3430,KG,13,1
3431,ET,9,0
3432,QA,13,1
3433,HN,24,0
3434,IR,7,1
3435,TM,24,1
3436,MR,6,1
3437,HR,21,1
3438,NA,24,1
3439,HR,6,0
3440,GT,16,1
3441,MA,24,1
3442,CI,3,1
3443,PW,15,1
3444,CF,16,0
3445,CF,8,0
3446,CA,19,0
3447,AG,15,1
3448,EC,7,0
3449,YE,16,1
3450,FM,10,0
3451,PK,24,1
3452,SM,22,1
3453,BS,9,0
3454,FR,10,0
3455,PW,5,0
3456,LC,1,0
3457,MV,18,0
3458,LR,24,0
3459,GQ,0,0
3460,KH,3,0
3461,CU,4,0
3462,SG,8,0
3463,JM,17,1
3464,CL,5,1
3465,WS,11,0
3466,MU,9,0
3467,PK,18,0
3468,BO,4,1
3469,LS,21,1
3470,MG,6,0
3471,LT,20,0
3472,EC,8,1
3473,CZ,10,1
3474,KP,17,1
3475,US,13,0
3476,PL,18,1
3477,MC,16,0
3478,CD,7,1
3479,KR,18,0
3480,LA,10,1
3481,UY,3,1
3482,PW,6,1
3483,LS,24,0
3484,IL,21,0
3485,SB,6,0
3486,MK,7,1
3487,IE,23,1
3488,NL,1,0
3489,ZA,21,0
3490,KG,14,1
3491,BE,3,1
3492,AT,8,0
3493,AT,9,1
3494,MD,7,0
3495,SG,8,1
3496,TV,14,1
3497,MH,16,0
3498,MA,1,1
3499,GB,15,1
3500,AT,22,0
3501,VA,15,0
3502,UG,16,1
3503,GN,8,0
3504,FR,1,1
3505,DM,20,0
3506,KH,17,1
3507,BR,18,1
3508,GE,11,0
3509,CU,3,0
3510,SC,24,1
3511,MN,11,1
3512,KZ,12,0
3513,KM,22,0
3514,MT,14,0
3515,DM,9,1
3516,GT,7,1
3517,BR,7,1
3518,BY,14,0
3519,CI,23,1
3520,RU,16,1
3521,AL,6,1
3522,MM,7,1
3523,SV,12,0
3524,GY,11,1
3525,IN,6,0
3526,SK,17,0
3527,MM,4,1
3528,KH,0,0
3529,WS,17,0
3530,SL,15,1
3531,MM,22,0
3532,BY,21,1
3533,GA,13,1
3534,AT,20,0
3535,ML,19,0
3536,MD,16,1
3537,ES,4,0
3538,SM,24,0
3539,YE,10,0
3540,PS,17,0
3541,NA,9,1
3542,ET,0,0
3543,LT,14,0
3544,GM,19,1
3545,ME,8,1
3546,CO,18,1
3547,MN,21,1
3548,BN,4,1
3549,TN,22,0
3550,NR,21,0
3551,CZ,12,0
3552,MW,0,0
3553,BN,22,0
3554,YE,19,0
3555,ER,5,1
3556,AT,2,1
3557,EG,20,1
3558,QA,4,0
3559,JO,16,0
3560,HN,10,0
3561,BN,17,1
3562,LC,9,0
3563,BO,4,0
3564,KR,15,1
3565,ST,1,0
3566,KR,12,0
3567,GY,2,0
3568,PE,4,0
3569,LV,20,1
3570,NO,2,1
3571,MX,11,0
3572,BI,21,1
3573,AZ,20,1
3574,TL,22,1
3575,UA,4,1
3576,MV,16,0
3577,CH,17,0
3578,PK,8,1
3579,GM,14,1
3580,GR,7,1
3581,KM,1,1
3582,LY,9,1
3583,KM,12,1
3584,BD,0,0
3585,SL,2,1
3586,UG,23,1
3587,MZ,10,1
3588,HT,10,0
3589,NP,22,0
3590,NE,0,1
3591,CU,16,0
3592,LI,21,1
3593,NZ,3,0
3594,JO,10,1
3595,MU,14,1
3596,PL,21,0
3597,WS,18,0
3598,HU,17,1
3599,NI,21,1
3600,CI,2,0
3601,JO,6,0
3602,NA,4,0
3603,ST,13,0
3604,PT,13,1
3605,IR,4,1
3606,DO,6,1
3607,ZW,5,0
3608,QA,23,1
3609,PA,0,0
3610,UA,19,0
3611,SL,16,0
3612,AO,11,0
3613,NP,2,0
3614,SV,5,0
3615,IR,20,1
3616,KE,14,1
3617,CV,12,0
3618,NO,0,0
3619,PW,6,0
3620,CZ,2,1
3621,AT,21,1
3622,ML,21,0
3623,GN,5,1
3624,IT,17,1
3625,HR,24,1
3626,QA,0,0
3627,JO,2,0
3628,TJ,24,1
3629,SK,17,1
3630,RU,4,0
3631,SG,9,1
3632,KR,6,0
3633,DJ,22,0
3634,NP,16,0
3635,CN,12,1
3636,GR,10,1
3637,CR,16,1
3638,LY,6,1
3639,MZ,22,1
3640,HN,14,0
3641,BS,3,1
3642,LB,14,0
3643,MT,13,0
3644,RS,0,1
3645,MH,5,0
3646,TZ,19,0
3647,KN,13,0
3648,KG,20,0
3649,SZ,20,1
3650,TD,6,1
3651,VE,5,1
3652,SZ,14,1
3653,EE,6,0
3654,BF,5,0
3655,DK,14,0
3656,GT,15,0
3657,BW,14,1
3658,PT,17,1
3659,BT,7,1
3660,GE,13,1
3661,GE,11,0
3662,GM,14,1
3663,CR,14,0
3664,TT,7,0
3665,NG,13,1
3666,KR,22,1
3667,ES,18,0
3668,PW,18,0
3669,BI,19,1
3670,UA,0,1
3671,US,9,0
3672,DZ,23,0
3673,GB,20,1
3674,IQ,3,0
3675,MN,16,0
3676,TR,4,1
3677,IS,16,0
3678,LY,10,1
3679,AL,14,1
3680,ZA,5,0
3681,CL,17,0
3682,LC,14,1
3683,LU,8,0
3684,BB,18,0
3685,ZA,2,1
3686,IN,13,1
3687,KN,11,1
3688,KI,17,0
3689,VA,10,1
3690,RU,23,0
3691,ES,20,1
3692,VA,24,1
3693,GD,2,0
3694,BA,14,0
3695,MC,19,1
3696,YE,22,1
3697,PH,7,0
3698,IT,14,1
3699,LU,24,0
3700,CA,16,1
3701,TL,5,0
3702,ZM,9,1
3703,ST,20,0
3704,IS,13,0
3705,TV,0,0
3706,GH,11,1
3707,BD,1,1
3708,LK,6,0
3709,BB,8,0
3710,CI,4,1
3711,GM,12,1
3712,VN,8,1
3713,IN,24,0
3714,GN,23,0
3715,RW,13,1
3716,VA,17,1
3717,CA,19,1
3718,MH,4,0
3719,RO,8,1
3720,LV,13,0
3721,QA,5,1
3722,SK,14,1
3723,EE,0,0
3724,DK,9,1
3725,GE,8,1
3726,ML,21,1
3727,CH,0,0
3728,RS,12,0
3729,MW,6,0
3730,NL,2,1
3731,CA,4,0
3732,ES,14,1
3733,BS,21,0
3734,IR,5,0
3735,ZM,8,0
3736,FJ,12,1
3737,TN,8,0
3738,SI,7,1
3739,CY,6,0
3740,GR,14,1
3741,VC,4,1
3742,SK,16,1
3743,QA,12,1
3744,LV,4,1
3745,MH,13,1
3746,SO,19,1
3747,NE,14,0
3748,CO,7,1
3749,CF,0,1
3750,PG,1,0
3751,FJ,11,0
3752,DJ,11,0
3753,TZ,21,1
3754,HN,18,1
3755,CM,15,1
3756,NG,21,1
3757,PT,12,1
3758,ER,14,1
3759,IE,4,0
3760,SC,20,0
3761,RS,17,0
3762,RO,4,1
3763,CU,23,0
3764,TZ,10,1
3765,FI,5,1
3766,GN,17,0
3767,GA,14,1
3768,GA,5,0
3769,GM,16,0
3770,DJ,23,0
3771,MA,22,1
3772,KM,17,0
3773,SK,21,1
3774,KE,12,0
3775,FI,23,0
3776,FM,23,0
3777,TV,2,1
3778,ML,22,0
3779,NR,6,0
3780,TL,10,0
3781,KZ,16,1
3782,PT,14,0
3783,ER,13,1
3784,SN,9,0
3785,SM,9,0
3786,SB,17,1
3787,RW,4,1
3788,MR,0,0
3789,PS,6,1
3790,BW,15,1
3791,TG,24,0
3792,KP,24,0
3793,JP,12,1
3794,CR,4,0
3795,LC,12,0
3796,SE,16,1
3797,TW,10,0
3798,KI,23,1
3799,VA,24,0
3800,BO,4,0
3801,ER,16,1
3802,GE,19,0
3803,SG,16,0
3804,BR,17,1
3805,TM,15,0
3806,KW,5,0
3807,TZ,18,0
3808,KP,10,1
3809,BG,0,0
3810,SD,11,0
3811,YE,0,1
3812,PH,9,0
3813,NG,4,0
3814,JO,22,1
3815,KW,7,1
3816,CH,5,0
3817,KM,3,1
3818,MC,17,1
3819,DK,13,0
3820,LK,21,0
3821,PT,11,0
3822,ME,16,0
3823,TJ,0,1
3824,BD,16,1
3825,NG,3,1
3826,FJ,0,1
3827,TR,20,1
3828,DE,7,1
3829,SY,7,1
3830,QA,14,1
3831,JM,6,1
3832,MV,0,1
3833,VN,2,0
3834,ID,21,1
3835,SK,23,1
3836,JM,12,0
3837,TW,15,1
3838,BA,7,1
3839,UZ,5,0
3840,ET,18,1
3841,CF,8,1
3842,BN,1,1
3843,NZ,5,0
3844,GB,20,1
3845,TG,6,1
3846,SG,18,0
3847,EG,10,1
3848,WS,10,0
3849,GR,7,1
3850,MC,14,0
3851,SM,4,0
3852,AL,21,1
3853,EE,4,0
3854,FR,21,0
3855,VU,5,1
3856,TM,17,1
3857,SA,16,1
3858,SE,14,0
3859,LK,11,1
3860,KP,13,1
3861,EC,7,1
3862,KR,7,1
3863,DJ,18,1
3864,MC,7,0
3865,IR,14,0
3866,PS,13,0
3867,TR,3,1
3868,SN,22,1
3869,BN,16,0
3870,TH,13,0
3871,AM,15,1
3872,GH,15,1
3873,DM,0,1
3874,KN,22,1
3875,AT,21,0
3876,TL,9,0
3877,BY,17,0
3878,GN,20,0
3879,ES,9,1
3880,NE,14,0
3881,MW,1,0
3882,VU,14,1
3883,IL,4,1
3884,CN,19,1
3885,BB,9,1
3886,DO,10,0
3887,AT,6,0
3888,TV,23,0
3889,JM,8,1
3890,BJ,23,0
3891,BG,7,1
3892,IL,8,0
3893,ME,22,1
3894,ER,24,1
3895,CI,2,1
3896,SD,12,0
3897,SC,16,0
3898,CH,8,0
3899,LT,7,0
3900,FI,18,0
3901,AT,1,1
3902,KI,7,1
3903,FI,23,1
3904,KG,14,1
3905,IL,2,0
3906,LB,9,1
3907,CV,6,0
3908,DJ,10,1
3909,EG,1,0
3910,EE,7,1
3911,TT,23,1
3912,CR,12,0
3913,CF,16,1
3914,SG,1,0
3915,FI,19,1
3916,EC,14,1
3917,AO,7,1
3918,JO,23,1
3919,VE,17,0
3920,GD,5,1
3921,BW,4,0
3922,CD,5,1
3923,ZA,9,1
3924,RU,16,0
3925,SE,11,0
3926,BB,1,0
3927,KZ,19,1
3928,KN,11,1
3929,PK,20,0
3930,MH,15,0
3931,LT,12,1
3932,JO,19,0
3933,UZ,15,1
3934,KN,6,1
3935,SC,8,1
3936,EG,7,1
3937,DZ,9,1
3938,AE,19,1
3939,TZ,11,0
3940,MR,6,1
3941,KH,24,0
3942,SD,15,1
3943,HT,2,0
3944,SZ,2,0
3945,CD,22,1
3946,GT,24,0
3947,BF,13,1
3948,IT,4,0
3949,HU,12,0
3950,PK,21,0
3951,ID,18,1
3952,BW,2,0
3953,LB,23,1
3954,KZ,6,0
3955,KP,22,1
3956,SM,20,1
3957,ID,19,1
3958,CM,19,1
3959,GN,13,0
3960,ES,0,0
3961,GY,18,0
3962,AE,21,0
3963,DZ,22,1
3964,US,18,1
3965,MN,8,0
3966,AD,15,1
3967,DK,21,1
3968,DO,20,1
3969,BZ,21,1
3970,AT,1,1
3971,HT,14,0
3972,GH,12,0
3973,LK,22,0
3974,PG,12,1
3975,SK,2,0
3976,GW,3,1
3977,NE,18,0
3978,BS,20,1
3979,ST,22,0
3980,LR,10,0
3981,KZ,9,1
3982,JO,16,1
3983,EG,22,1
3984,UG,9,0
3985,MW,10,0
3986,MW,3,0
3987,VN,15,0
3988,TZ,15,1
3989,ES,16,1
3990,BH,19,0
3991,TM,12,0
3992,SL,7,0
3993,NZ,20,0
3994,IL,4,0
3995,PG,0,0
3996,HR,14,1
3997,HN,15,1
3998,LI,23,1
3999,DJ,10,0
4000,MC,10,0
4001,AT,19,0
4002,MU,9,0
4003,ZA,10,0
4004,AG,18,1
4005,MM,9,1
4006,SE,3,1
4007,PW,21,1
4008,MM,2,1
4009,JO,7,1
4010,IL,1,1
4011,CA,8,0
4012,VU,3,1
4013,SC,12,1
4014,NA,20,0
4015,GR,7,0
4016,NP,22,1
4017,ZA,2,1
4018,LR,9,0
4019,LT,10,0
4020,SE,22,1
4021,PE,6,0
4022,MH,5,0
4023,OM,16,1
4024,CG,22,0
4025,ZW,5,0
4026,MM,8,1
4027,CU,18,1
4028,EC,14,1
4029,MK,4,1
4030,AD,15,1
4031,ZA,16,0
4032,IS,3,1
4033,AE,22,1
4034,FI,1,1
4035,OM,5,0
4036,MY,8,0
4037,SO,24,1
4038,GT,17,1
4039,MV,9,1
4040,CA,24,0
4041,ES,14,0
4042,NO,22,1
4043,SG,24,0
4044,IN,17,0
4045,JP,3,1
4046,TG,15,1
4047,FR,2,1
4048,SY,16,0
4049,TD,10,1
4050,GQ,20,1
4051,BH,0,1
4052,MD,8,1
4053,UY,17,1
4054,BE,24,0
4055,RS,3,0
4056,SD,13,1
4057,VA,0,0
4058,KH,4,0
4059,TJ,21,0
4060,TL,8,1
4061,CN,22,0
4062,PH,21,1
4063,GQ,10,0
4064,BT,22,1
4065,LC,19,1
4066,NZ,18,0
4067,KM,18,1
4068,LA,3,1
4069,SM,17,1
4070,BT,9,0
4071,BF,17,0
4072,MY,14,1
4073,SN,20,0
4074,QA,6,0
4075,CN,5,1
4076,ZA,21,0
4077,GN,6,1
4078,MR,8,1
4079,BD,13,1
4080,GM,9,1
4081,SO,2,1
4082,AM,10,0
4083,GR,24,1
4084,HU,23,0
4085,KE,1,0
4086,IS,17,0
4087,RO,8,1
4088,BJ,21,1
4089,LY,7,0
4090,MK,4,0
4091,DZ,11,0
4092,KG,0,1
4093,JO,7,0
4094,IT,3,1
4095,MN,15,1
4096,UZ,0,1
4097,BW,13,0
4098,CF,16,1
4099,DE,21,1
4100,BR,3,0
4101,SA,17,0
4102,IN,11,1
4103,GM,24,0
4104,VA,24,1
4105,CL,20,0
4106,CV,12,0
4107,GW,15,1
4108,CY,8,1
4109,SI,12,0
4110,GT,8,1
4111,SZ,17,0
4112,VC,1,0
4113,BH,20,0
4114,BE,1,1
4115,BY,17,0
4116,CF,24,0
4117,LC,12,0
4118,AR,21,1
4119,TM,3,0
4120,UZ,5,0
4121,BJ,11,1
4122,LV,11,1
4123,MX,17,1
4124,KH,4,1
4125,MZ,10,0
4126,LC,1,0
4127,KZ,5,1
4128,PH,15,0
4129,SD,24,0
4130,MU,8,1
4131,PG,18,1
4132,PW,1,0
4133,NO,14,0
4134,OM,3,0
4135,GH,21,0
4136,EE,21,0
4137,JP,4,0
4138,ST,11,0
4139,ML,12,0
4140,IR,3,1
4141,KE,11,1
4142,ET,6,1
4143,AO,10,1
4144,CZ,16,0
4145,GW,11,0
4146,AU,23,0
4147,IQ,7,1
4148,NG,17,1
4149,JO,5,1
4150,LB,23,0
4151,IS,6,1
4152,KH,21,1
4153,LB,11,1
4154,MD,19,0
4155,AL,11,1
4156,DK,2,0
4157,CI,2,1
4158,CD,6,0
4159,TO,0,0
4160,NP,24,1
4161,AF,4,1
4162,BE,4,1
4163,OM,5,1
4164,KI,4,0
4165,BE,22,1
4166,AM,17,0
4167,GB,15,1
4168,LK,2,1
4169,PS,21,0
4170,GE,11,1
4171,MV,20,1
4172,KW,3,1
4173,NZ,0,0
4174,PH,24,1
4175,AZ,21,0
4176,LI,1,0
4177,IL,16,0
4178,BO,7,1
4179,DO,2,0
4180,IS,5,1
4181,SR,9,1
4182,ER,17,0
4183,RU,8,1
4184,TL,6,0
4185,CH,12,1
4186,SC,10,1
4187,IQ,16,1
4188,MZ,16,1
4189,ZW,7,0
4190,MU,1,1
4191,ES,12,1
4192,MM,5,1
4193,GR,9,0
4194,BI,14,1
4195,YE,5,1
4196,HR,3,1
4197,MX,22,1
4198,GT,11,1
4199,PA,8,1
4200,DJ,7,0
4201,TJ,2,0
4202,BI,12,0
4203,DK,0,1
4204,BS,2,0
4205,AE,22,1
4206,US,15,1
4207,JM,4,0
4208,OM,5,1
4209,NO,19,1
4210,PH,9,1
4211,MT,18,1
4212,GR,0,0
4213,NE,15,0
4214,DO,21,1
4215,TG,9,0
4216,NR,23,1
4217,AR,16,0
4218,MW,15,1
4219,AZ,3,1
4220,MH,15,1
4221,RW,10,0
4222,LT,13,1
4223,HU,13,1
4224,IS,18,0
4225,TN,22,0
4226,HR,23,0
4227,ME,16,1
4228,UY,18,1
4229,GM,20,1
4230,BT,17,1
4231,ZA,5,1
4232,IN,12,1
4233,KR,13,0
4234,BR,11,0
4235,MM,18,1
4236,BA,5,0
4237,BW,12,0
4238,GE,1,1
4239,SB,5,0
4240,KE,3,0
4241,BD,7,1
4242,CF,9,1
4243,MK,2,0
4244,CR,19,1
4245,EG,12,1
4246,CZ,5,1
4247,SI,14,1
4248,AT,3,0
4249,NO,10,0
4250,FI,16,1
4251,MV,15,1
4252,CM,9,1
4253,KE,1,0
